Date,Open,High,Low,Close,Volume,Adj Close
2013-01-18,10.90,11.08,10.74,10.74,1365500,10.47
2013-01-17,11.10,11.30,10.72,10.84,1356500,10.57
2013-01-16,11.40,11.50,10.70,10.98,2070200,10.71
2013-01-15,11.74,11.74,11.36,11.42,1403500,11.13
2013-01-14,11.90,11.90,10.72,11.72,3224600,11.43
2013-01-11,11.52,11.52,11.52,11.52,000,11.23
2013-01-10,11.00,11.78,10.92,11.52,4386200,11.23
2013-01-09,10.42,10.82,10.42,10.80,2582300,10.53
2013-01-08,10.00,10.64,9.98,10.36,4774500,10.10
2013-01-07,10.08,10.08,9.70,10.00,3244000,9.75
2013-01-04,10.10,10.14,9.94,10.08,3644500,9.83
2013-01-03,10.50,10.76,9.86,10.14,3659000,9.89
2013-01-02,11.26,11.26,10.38,10.58,1913500,10.32
2013-01-01,11.08,11.08,11.08,11.08,000,10.80
2012-12-31,11.14,11.40,11.00,11.08,302000,10.80
2012-12-28,11.40,11.40,11.02,11.10,600500,10.82
2012-12-27,11.54,11.80,11.34,11.40,586500,11.11
2012-12-26,11.42,11.42,11.42,11.42,000,11.13
2012-12-25,11.42,11.42,11.42,11.42,000,11.13
2012-12-24,11.58,11.58,11.34,11.42,126000,11.13
2012-12-21,11.50,11.50,11.20,11.48,1466000,11.19
2012-12-20,11.00,11.48,10.86,11.38,1206500,11.10
2012-12-19,11.08,11.40,10.60,10.98,1842000,10.71
2012-12-18,11.42,11.54,10.92,11.08,1876500,10.80
2012-12-17,11.86,12.08,11.38,11.50,1401500,11.21
2012-12-14,11.58,11.86,11.34,11.74,1628500,11.45
2012-12-13,12.50,12.50,11.56,11.62,1959300,11.33
2012-12-12,12.24,12.46,12.14,12.36,869000,12.05
2012-12-11,12.30,12.60,12.08,12.14,2052500,11.84
2012-12-10,11.86,12.28,11.86,12.04,1535300,11.74
2012-12-07,11.90,12.32,11.64,11.86,2027500,11.56
2012-12-06,11.50,11.80,11.28,11.72,1252500,11.43
2012-12-05,11.46,11.68,11.26,11.52,1139500,11.23
2012-12-04,11.40,12.10,11.24,11.28,3437000,11.00
2012-12-03,10.40,11.88,10.40,11.38,2100900,11.10
2012-11-30,10.34,11.50,10.34,10.90,3266500,10.63
2012-11-29,9.41,10.60,9.30,10.20,2899900,9.94
2012-11-28,9.25,9.42,9.25,9.41,621000,9.17
2012-11-27,9.45,9.60,9.06,9.23,1139500,9.00
2012-11-26,9.45,9.61,9.29,9.44,2448500,9.20
2012-11-23,9.21,9.25,9.10,9.15,389000,8.92
2012-11-22,9.20,9.36,9.16,9.21,535000,8.98
2012-11-21,9.30,9.42,9.23,9.24,360500,9.01
2012-11-20,9.18,9.41,9.17,9.28,639500,9.05
2012-11-19,9.28,9.35,9.15,9.18,312000,8.95
2012-11-16,9.10,9.38,9.10,9.26,615500,9.03
2012-11-15,9.42,9.42,9.07,9.16,799000,8.93
2012-11-14,8.60,9.45,8.60,9.37,2304000,9.14
2012-11-13,8.35,8.72,8.27,8.56,1063500,8.35
2012-11-12,8.35,8.35,8.21,8.30,493000,8.09
2012-11-09,8.21,8.35,8.16,8.30,330500,8.09
2012-11-08,8.35,8.35,8.18,8.21,525000,8.00
2012-11-07,8.48,8.50,8.30,8.33,294000,8.12
2012-11-06,8.24,8.53,8.24,8.48,436500,8.27
2012-11-05,8.46,8.75,8.22,8.23,1149000,8.02
2012-11-02,8.25,8.50,8.25,8.44,989000,8.23
2012-11-01,8.32,8.32,8.18,8.25,508500,8.04
2012-10-31,8.30,8.36,8.17,8.28,313500,8.07
2012-10-30,8.32,8.45,8.22,8.26,151500,8.05
2012-10-29,8.10,8.36,8.06,8.28,201500,8.07
2012-10-26,8.52,8.72,8.05,8.20,815000,7.99
2012-10-25,8.63,8.70,8.10,8.34,897000,8.13
2012-10-24,8.47,8.71,8.46,8.60,878700,8.38
2012-10-23,8.46,8.46,8.46,8.46,000,8.25
2012-10-22,8.04,8.48,8.04,8.46,4058000,8.25
2012-10-19,7.83,8.20,7.83,8.05,1057100,7.85
2012-10-18,8.46,8.46,7.96,8.02,2890500,7.82
2012-10-17,8.30,8.50,8.30,8.43,396500,8.22
2012-10-16,8.60,8.60,8.28,8.30,589500,8.09
2012-10-15,8.85,8.92,8.41,8.60,475500,8.38
2012-10-12,8.72,8.80,8.61,8.77,317500,8.55
2012-10-11,8.47,8.71,8.41,8.62,476000,8.40
2012-10-10,8.74,8.74,8.40,8.45,882000,8.24
2012-10-09,8.80,8.85,8.70,8.74,484500,8.52
2012-10-08,8.94,9.06,8.79,8.85,738000,8.63
2012-10-05,8.90,9.02,8.84,8.94,353900,8.72
2012-10-04,9.07,9.10,8.81,8.82,474000,8.60
2012-10-03,8.70,9.16,8.51,8.98,1484000,8.76
2012-10-02,8.70,8.70,8.70,8.70,000,8.48
2012-10-01,8.70,8.70,8.70,8.70,000,8.48
2012-09-28,8.69,8.77,8.31,8.70,1248500,8.48
2012-09-27,8.80,8.85,8.68,8.79,405000,8.57
2012-09-26,8.92,9.00,8.69,8.70,964500,8.48
2012-09-25,8.70,8.99,8.66,8.89,2212100,8.67
2012-09-24,8.20,8.90,8.20,8.61,1657600,8.39
2012-09-21,8.00,8.28,7.90,8.24,952000,8.03
2012-09-20,7.80,8.08,7.75,7.80,712900,7.60
2012-09-19,7.70,7.90,7.60,7.88,708500,7.68
2012-09-18,7.70,7.70,7.47,7.63,391000,7.44
2012-09-17,7.80,7.80,7.40,7.49,616500,7.30
2012-09-14,7.60,7.90,7.60,7.75,684300,7.56
2012-09-13,7.25,7.76,7.23,7.50,1749000,7.31
2012-09-12,7.02,7.26,6.92,7.20,219500,7.02
2012-09-11,7.10,7.19,6.92,7.01,492000,6.83
2012-09-10,7.28,7.29,7.11,7.13,209500,6.95
2012-09-07,7.11,7.31,7.09,7.25,557000,7.07
2012-09-06,7.07,7.16,6.95,7.14,281000,6.82
2012-09-05,7.03,7.10,6.91,7.03,570000,6.71
2012-09-04,6.94,7.09,6.84,7.02,351000,6.70
2012-09-03,6.80,7.05,6.78,6.90,633000,6.59
2012-08-31,6.90,6.91,6.66,6.85,1179800,6.54
2012-08-30,7.00,7.00,6.85,6.89,752500,6.58
2012-08-29,7.05,7.05,6.85,6.99,463000,6.67
2012-08-28,6.89,7.05,6.83,7.01,622500,6.69
2012-08-27,7.24,7.25,6.64,6.83,1984500,6.52
2012-08-24,7.30,7.45,7.15,7.18,999000,6.85
2012-08-23,6.88,7.19,6.81,7.15,1745500,6.82
2012-08-22,6.70,7.01,6.70,6.87,1535400,6.56
2012-08-21,6.50,6.68,6.45,6.68,601000,6.38
2012-08-20,6.27,6.53,6.27,6.49,391000,6.19
2012-08-17,6.21,6.28,6.20,6.27,271000,5.98
2012-08-16,6.18,6.23,6.18,6.19,224500,5.91
2012-08-15,6.25,6.27,6.15,6.18,158000,5.90
2012-08-14,6.30,6.35,6.20,6.20,415500,5.92
2012-08-13,6.20,6.27,6.16,6.22,364000,5.94
2012-08-10,6.35,6.37,6.29,6.30,264500,6.01
2012-08-09,6.35,6.40,6.31,6.35,273500,6.06
2012-08-08,6.30,6.36,6.26,6.30,776500,6.01
2012-08-07,6.28,6.30,6.06,6.29,566500,6.00
2012-08-06,6.33,6.37,6.25,6.28,133000,5.99
2012-08-03,6.26,6.30,6.23,6.29,129000,6.00
2012-08-02,6.34,6.40,6.23,6.26,158000,5.98
2012-08-01,6.27,6.33,6.26,6.28,323500,5.99
2012-07-31,6.29,6.35,6.23,6.27,501000,5.98
2012-07-30,6.20,6.34,6.20,6.23,218500,5.95
2012-07-27,6.20,6.22,6.04,6.20,726000,5.92
2012-07-26,6.21,6.29,6.15,6.19,344000,5.91
2012-07-25,6.26,6.46,6.15,6.21,118500,5.93
2012-07-24,6.20,6.27,6.12,6.25,164000,5.97
2012-07-23,6.30,6.30,6.09,6.18,1523700,5.90
2012-07-20,6.10,6.45,6.10,6.40,438000,6.11
2012-07-19,6.00,6.19,6.00,6.11,182000,5.83
2012-07-18,6.00,6.02,5.95,5.99,499500,5.72
2012-07-17,5.88,5.96,5.80,5.90,152500,5.63
2012-07-16,6.00,6.03,5.85,5.89,162500,5.62
2012-07-13,5.90,6.03,5.60,5.99,824000,5.72
2012-07-12,6.25,6.25,5.98,6.03,536000,5.76
2012-07-11,6.43,6.57,6.15,6.18,565000,5.90
2012-07-10,6.37,6.40,6.31,6.38,226400,6.09
2012-07-09,6.32,6.34,6.25,6.33,363500,6.04
2012-07-06,6.14,6.33,6.05,6.27,640500,5.98
2012-07-05,6.35,6.35,5.97,6.10,1308000,5.82
2012-07-04,6.70,6.70,6.23,6.29,1099000,6.00
2012-07-03,6.80,6.85,6.65,6.70,466000,6.40
2012-07-02,6.79,6.79,6.79,6.79,000,6.48
2012-06-29,6.80,6.90,6.60,6.79,530300,6.48
2012-06-28,6.80,6.80,6.46,6.76,967000,6.45
2012-06-27,6.72,6.76,6.67,6.75,656000,6.44
2012-06-26,6.57,6.63,6.55,6.60,511500,6.30
2012-06-25,6.60,6.60,6.51,6.57,299000,6.27
2012-06-22,6.45,6.58,6.28,6.53,1411000,6.23
2012-06-21,6.90,6.90,6.31,6.42,923500,6.13
2012-06-20,6.85,6.90,6.75,6.76,864400,6.45
2012-06-19,6.50,6.64,6.45,6.62,1060500,6.32
2012-06-18,6.28,6.92,6.10,6.33,3857500,6.04
2012-06-15,6.07,6.15,6.03,6.10,1054000,5.82
2012-06-14,6.04,6.12,5.77,6.07,2251500,5.79
2012-06-13,6.29,6.36,6.00,6.09,1452000,5.81
2012-06-12,5.98,6.23,5.82,6.22,1204000,5.94
2012-06-11,6.14,6.16,6.00,6.00,829500,5.73
2012-06-08,5.90,6.02,5.76,6.00,1730000,5.73
2012-06-07,5.80,5.90,5.72,5.88,1407500,5.61
2012-06-06,5.65,5.78,5.60,5.70,995500,5.44
2012-06-05,5.50,5.61,5.36,5.60,862500,5.35
2012-06-04,5.28,5.60,5.20,5.55,1468000,5.30
2012-06-01,5.07,5.50,5.07,5.48,1917500,5.23
2012-05-31,5.01,5.11,4.90,5.00,121000,4.77
2012-05-30,5.19,5.19,5.07,5.11,182000,4.88
2012-05-29,5.06,5.15,5.06,5.12,199000,4.89
2012-05-28,5.45,5.45,5.03,5.06,694000,4.83
2012-05-25,4.70,5.01,4.70,4.95,398500,4.72
2012-05-24,4.55,4.80,4.55,4.78,203500,4.45
2012-05-23,4.70,4.72,4.60,4.61,397000,4.29
2012-05-22,4.69,4.81,4.66,4.70,177000,4.37
2012-05-21,4.73,4.80,4.63,4.65,122500,4.33
2012-05-18,4.62,4.75,4.60,4.73,247000,4.40
2012-05-17,4.60,4.72,4.42,4.72,394500,4.39
2012-05-16,4.92,4.92,4.51,4.70,786000,4.37
2012-05-15,5.03,5.03,4.78,4.95,348500,4.61
2012-05-14,5.00,5.18,5.00,5.09,116000,4.74
2012-05-11,5.09,5.26,5.02,5.06,353500,4.71
2012-05-10,5.05,5.08,4.92,5.08,276000,4.73
2012-05-09,5.18,5.18,4.88,5.05,426000,4.70
2012-05-08,5.23,5.25,5.12,5.16,243500,4.80
2012-05-07,5.38,5.38,5.06,5.23,252000,4.87
2012-05-04,5.48,5.48,5.38,5.38,272500,5.01
2012-05-03,5.46,5.52,5.37,5.42,72000,5.04
2012-05-02,5.38,5.54,5.35,5.46,332500,5.08
2012-05-01,5.35,5.35,5.35,5.35,000,4.98
2012-04-30,5.43,5.50,5.32,5.35,94700,4.98
2012-04-27,5.70,5.70,5.31,5.37,846000,5.00
2012-04-26,5.76,5.84,5.60,5.62,406500,5.23
2012-04-25,5.70,5.80,5.68,5.76,727000,5.36
2012-04-24,5.70,5.75,5.60,5.68,116500,5.29
2012-04-23,5.80,5.87,5.61,5.61,707500,5.22
2012-04-20,5.70,5.80,5.62,5.75,162500,5.35
2012-04-19,5.75,5.75,5.57,5.70,301000,5.30
2012-04-18,5.90,5.90,5.69,5.70,314500,5.30
2012-04-17,5.92,5.96,5.69,5.75,616000,5.35
2012-04-16,5.50,6.49,5.50,5.82,1605000,5.42
2012-04-13,5.40,5.63,5.36,5.41,1205000,5.03
2012-04-12,5.19,5.45,5.18,5.33,1262500,4.96
2012-04-11,5.20,5.20,5.05,5.10,707500,4.75
2012-04-10,5.25,5.25,5.18,5.18,705000,4.82
2012-04-09,5.12,5.12,5.12,5.12,000,4.76
2012-04-06,5.12,5.12,5.12,5.12,000,4.76
2012-04-05,4.88,5.28,4.87,5.12,2100500,4.76
2012-04-04,4.93,4.93,4.93,4.93,000,4.59
2012-04-03,4.80,4.93,4.75,4.93,411500,4.59
2012-04-02,4.65,4.80,4.65,4.77,504500,4.44
2012-03-30,4.46,4.67,4.46,4.60,256500,4.28
2012-03-29,4.70,4.80,4.57,4.57,448500,4.25
2012-03-28,4.80,4.88,4.75,4.82,424500,4.49
2012-03-27,4.96,4.96,4.68,4.80,787500,4.47
2012-03-26,5.00,5.00,4.92,4.96,68500,4.62
2012-03-23,4.99,5.10,4.90,5.00,895000,4.65
2012-03-22,4.99,5.50,4.92,4.99,158500,4.64
2012-03-21,5.13,5.13,4.90,4.94,644000,4.60
2012-03-20,5.23,5.23,5.18,5.17,35500,4.81
2012-03-19,5.35,5.35,5.19,5.19,531000,4.83
2012-03-16,5.22,5.34,5.10,5.31,910000,4.94
2012-03-15,5.22,5.33,5.17,5.21,493500,4.85
2012-03-14,5.30,5.36,5.22,5.22,750500,4.86
2012-03-13,5.06,5.35,5.06,5.23,1647000,4.87
2012-03-12,5.05,5.06,4.95,5.00,177500,4.65
2012-03-09,5.00,5.06,4.99,5.06,428500,4.71
2012-03-08,4.90,5.03,4.80,5.02,242000,4.67
2012-03-07,4.67,4.80,4.67,4.80,208000,4.47
2012-03-06,4.85,4.85,4.70,4.85,316500,4.51
2012-03-05,4.80,4.90,4.70,4.90,154000,4.56
2012-03-02,4.86,4.90,4.83,4.84,133500,4.50
2012-03-01,4.95,4.95,4.77,4.85,142000,4.51
2012-02-29,4.95,4.95,4.85,4.94,342500,4.60
2012-02-28,5.00,5.00,4.88,5.00,604000,4.65
2012-02-27,5.05,5.12,4.88,4.93,456000,4.59
2012-02-24,4.99,5.05,4.91,5.05,360500,4.70
2012-02-23,4.99,5.10,4.92,4.92,1449500,4.58
2012-02-22,4.68,5.00,4.68,4.98,2369000,4.63
2012-02-21,4.42,4.63,4.41,4.63,602000,4.31
2012-02-20,4.50,4.50,4.40,4.41,239000,4.10
2012-02-17,4.49,4.55,4.49,4.51,368000,4.20
2012-02-16,4.47,4.50,4.43,4.49,175500,4.18
2012-02-15,4.38,4.50,4.38,4.47,320500,4.16
2012-02-14,4.50,4.50,4.40,4.47,185500,4.16
2012-02-13,4.41,4.50,4.39,4.42,298000,4.11
2012-02-10,4.37,4.44,4.37,4.38,220000,4.08
2012-02-09,4.35,4.50,4.32,4.42,468500,4.11
2012-02-08,4.28,4.48,4.28,4.43,162500,4.12
2012-02-07,4.38,4.38,4.29,4.35,263000,4.05
2012-02-06,4.39,4.50,4.36,4.38,230500,4.08
2012-02-03,4.48,4.50,4.29,4.50,354000,4.19
2012-02-02,4.43,4.52,4.43,4.49,8062000,4.18
2012-02-01,4.43,4.49,4.41,4.48,137500,4.17
2012-01-31,4.60,4.61,4.43,4.51,494000,4.20
2012-01-30,4.38,4.55,4.38,4.44,4135500,4.13
2012-01-27,4.41,4.56,4.41,4.51,199500,4.20
2012-01-26,5.00,5.00,4.45,4.52,620000,4.21
2012-01-25,4.48,4.48,4.48,4.48,000,4.17
2012-01-24,4.48,4.48,4.48,4.48,000,4.17
2012-01-23,4.48,4.48,4.48,4.48,000,4.17
2012-01-20,4.30,4.48,4.30,4.48,226500,4.17
2012-01-19,4.36,4.55,4.31,4.33,233000,4.03
2012-01-18,4.44,4.50,4.35,4.50,207000,4.19
2012-01-17,4.49,4.68,4.39,4.50,498500,4.19
2012-01-16,4.59,4.60,4.36,4.44,114500,4.13
2012-01-13,4.49,4.58,4.33,4.56,273500,4.24
2012-01-12,4.38,4.65,4.25,4.45,465500,4.14
2012-01-11,4.35,4.38,4.11,4.34,500500,4.04
2012-01-10,4.24,4.32,4.07,4.22,224500,3.93
2012-01-09,4.29,4.29,4.10,4.14,107500,3.85
2012-01-06,4.12,4.41,4.09,4.10,287000,3.82
2012-01-05,4.31,4.33,4.20,4.21,235500,3.92
2012-01-04,4.60,4.60,4.32,4.33,264000,4.03
2012-01-03,4.50,4.69,4.45,4.49,104500,4.18
2012-01-02,4.59,4.59,4.59,4.59,000,4.27
2011-12-30,4.52,4.65,4.45,4.59,455500,4.27
2011-12-29,4.41,4.67,4.36,4.64,412000,4.32
2011-12-28,4.40,4.49,4.34,4.46,5073500,4.15
2011-12-27,4.44,4.44,4.44,4.44,000,4.13
2011-12-26,4.44,4.44,4.44,4.44,000,4.13
2011-12-23,4.28,4.44,4.19,4.44,134500,4.13
2011-12-22,4.36,4.40,4.10,4.35,236000,4.05
2011-12-21,4.55,4.59,4.34,4.41,274000,4.10
2011-12-20,4.58,4.63,4.42,4.53,147500,4.22
2011-12-19,4.41,4.49,4.40,4.48,118000,4.17
2011-12-16,4.44,4.58,4.35,4.46,159000,4.15
2011-12-15,4.39,4.45,4.33,4.44,147000,4.13
2011-12-14,4.45,4.71,4.41,4.41,288500,4.10
2011-12-13,4.50,4.51,4.41,4.41,128500,4.10
2011-12-12,4.50,4.70,4.40,4.51,244500,4.20
2011-12-09,4.40,4.50,4.38,4.45,236000,4.14
2011-12-08,4.45,4.55,4.45,4.46,394000,4.15
2011-12-07,4.47,4.60,4.41,4.49,405500,4.18
2011-12-06,4.79,4.79,4.42,4.59,203500,4.27
2011-12-05,4.77,4.77,4.58,4.61,261500,4.29
2011-12-02,4.56,4.75,4.56,4.71,236500,4.38
2011-12-01,4.80,4.86,4.55,4.70,416000,4.37
2011-11-30,4.69,4.80,4.61,4.74,278000,4.41
2011-11-29,4.92,4.92,4.62,4.73,169500,4.40
2011-11-28,4.95,4.95,4.62,4.73,118500,4.40
2011-11-25,4.75,4.81,4.71,4.77,135500,4.44
2011-11-24,4.70,5.00,4.70,4.83,968500,4.49
2011-11-23,4.68,4.73,4.48,4.73,574000,4.40
2011-11-22,4.55,4.75,4.55,4.62,447500,4.30
2011-11-21,4.23,4.51,4.16,4.51,542000,4.20
2011-11-18,4.02,4.36,4.02,4.30,584500,4.00
2011-11-17,3.98,4.20,3.98,4.15,370500,3.86
2011-11-16,4.15,4.15,3.99,4.02,167500,3.74
2011-11-15,4.10,4.10,4.02,4.10,328000,3.82
2011-11-14,4.20,4.20,4.01,4.02,313000,3.74
2011-11-11,3.96,4.10,3.96,4.10,456000,3.82
2011-11-10,4.00,4.00,3.79,3.96,176000,3.68
2011-11-09,4.00,4.00,3.90,3.94,92000,3.67
2011-11-08,4.10,4.12,4.00,4.02,181000,3.74
2011-11-07,4.08,4.08,4.00,4.04,38000,3.76
2011-11-04,4.05,4.18,3.92,4.01,207000,3.73
2011-11-03,4.06,4.06,3.80,3.95,191000,3.68
2011-11-02,3.90,4.08,3.89,4.00,84000,3.72
2011-11-01,4.09,4.09,3.93,3.93,431000,3.66
2011-10-31,4.15,4.15,3.96,3.96,175500,3.68
2011-10-28,4.19,4.23,4.07,4.12,131500,3.83
2011-10-27,4.18,4.19,4.09,4.09,55000,3.81
2011-10-26,4.00,4.18,4.00,4.11,240000,3.82
2011-10-25,3.98,4.15,3.90,4.05,429400,3.77
2011-10-24,4.18,4.18,3.87,3.98,458400,3.70
2011-10-21,3.97,4.02,3.74,4.02,322500,3.74
2011-10-20,4.18,4.18,4.01,4.02,220000,3.74
2011-10-19,4.08,4.20,4.01,4.01,69500,3.73
2011-10-18,4.01,4.01,3.95,4.01,304000,3.73
2011-10-17,4.05,4.09,3.95,4.02,13000,3.74
2011-10-14,4.15,4.18,3.96,3.99,1106900,3.71
2011-10-13,4.05,4.17,3.95,4.09,519500,3.81
2011-10-12,3.85,3.95,3.75,3.89,1090000,3.62
2011-10-11,4.05,4.05,3.84,3.92,1116000,3.65
2011-10-10,4.05,4.05,3.85,3.96,128500,3.68
2011-10-07,3.71,4.10,3.71,3.99,1652500,3.71
2011-10-06,3.89,3.95,3.60,3.91,1412500,3.64
2011-10-04,3.90,3.90,3.80,3.89,1214500,3.62
2011-10-03,3.62,3.91,3.31,3.91,2583500,3.64
2011-09-30,3.09,3.90,3.09,3.85,1793500,3.58
2011-09-28,3.40,3.40,3.20,3.20,147000,2.98
2011-09-27,3.31,3.50,3.30,3.35,826000,3.12
2011-09-26,3.46,3.49,3.16,3.35,510500,3.12
2011-09-23,3.50,3.59,3.01,3.46,183000,3.22
2011-09-22,3.79,3.79,3.47,3.50,241000,3.26
2011-09-21,3.78,3.78,3.72,3.74,191500,3.48
2011-09-20,3.89,3.89,3.60,3.75,109000,3.49
2011-09-19,3.89,3.89,3.80,3.85,207000,3.58
2011-09-16,3.84,3.86,3.83,3.86,94000,3.59
2011-09-15,3.78,3.98,3.29,3.78,105500,3.52
2011-09-14,4.00,4.00,3.60,3.78,16500,3.52
2011-09-12,4.00,4.00,3.79,3.79,70500,3.53
2011-09-09,4.15,4.15,3.90,3.93,17000,3.66
2011-09-08,4.00,4.00,3.94,3.96,212500,3.68
2011-09-07,3.90,4.09,3.90,3.97,256000,3.69
2011-09-06,4.15,4.15,3.95,4.00,404000,3.63
2011-09-05,3.99,4.19,3.90,4.02,160500,3.65
2011-09-02,4.00,4.03,3.90,3.99,143500,3.62
2011-09-01,4.04,4.04,3.95,3.99,451500,3.62
2011-08-31,4.07,4.09,3.90,3.99,235000,3.62
2011-08-30,3.91,4.09,3.90,4.02,417500,3.65
2011-08-29,4.11,4.11,3.90,3.94,68500,3.57
2011-08-26,4.17,4.23,4.02,4.05,252000,3.67
2011-08-25,4.00,4.13,3.99,4.13,119000,3.75
2011-08-24,3.94,3.94,3.85,3.94,141500,3.57
2011-08-23,3.61,3.93,3.61,3.89,91500,3.53
2011-08-22,4.00,4.00,3.80,3.94,70500,3.57
2011-08-19,3.90,4.01,3.90,3.99,29500,3.62
2011-08-18,4.00,4.10,3.98,4.06,126500,3.68
2011-08-17,4.05,4.18,3.97,3.98,365000,3.61
2011-08-16,4.04,4.05,3.96,4.00,3609000,3.63
2011-08-15,4.06,4.06,3.80,4.01,68500,3.64
2011-08-12,4.35,4.37,3.98,4.00,208000,3.63
2011-08-11,4.00,4.20,3.99,4.18,193500,3.79
2011-08-10,4.40,4.49,4.09,4.23,79500,3.84
2011-08-09,4.03,4.50,3.50,4.37,402000,3.96
2011-08-08,4.58,4.58,4.12,4.18,40500,3.79
2011-08-05,4.35,4.50,4.33,4.38,185000,3.97
2011-08-04,4.63,4.63,4.50,4.55,351200,4.13
2011-08-03,4.59,4.65,4.34,4.56,153500,4.14
2011-08-02,4.55,4.60,4.45,4.57,109100,4.15
2011-08-01,4.63,4.63,4.55,4.59,185000,4.16
2011-07-29,4.70,4.70,4.36,4.57,159000,4.15
2011-07-28,4.69,4.69,4.57,4.66,286500,4.23
2011-07-27,4.60,4.60,4.57,4.57,32000,4.15
2011-07-26,4.70,4.70,4.50,4.55,32500,4.13
2011-07-25,4.60,4.63,4.50,4.55,133000,4.13
2011-07-22,4.58,4.63,4.50,4.60,610500,4.17
2011-07-21,4.65,4.65,4.50,4.58,44000,4.16
2011-07-20,4.68,4.68,4.59,4.61,345500,4.18
2011-07-19,4.40,4.65,4.40,4.61,467000,4.18
2011-07-18,4.60,4.60,4.50,4.59,57500,4.16
2011-07-15,4.41,4.61,4.39,4.60,297000,4.17
2011-07-14,4.60,4.60,4.48,4.59,163500,4.16
2011-07-13,4.60,4.60,4.53,4.56,90000,4.14
2011-07-12,4.60,4.60,4.51,4.59,211000,4.16
2011-07-11,4.60,4.65,4.48,4.60,358500,4.17
2011-07-08,4.70,4.75,4.58,4.65,326000,4.22
2011-07-07,4.75,4.89,4.67,4.70,399500,4.26
2011-07-06,4.70,4.88,4.58,4.75,447500,4.31
2011-07-05,4.70,4.70,4.50,4.69,234000,4.26
2011-07-04,4.57,4.59,4.39,4.55,295000,4.13
2011-06-30,4.67,4.70,4.50,4.59,147000,4.16
2011-06-29,4.65,4.68,4.63,4.67,209000,4.24
2011-06-28,4.62,4.65,4.50,4.59,178000,4.16
2011-06-27,4.57,4.57,4.56,4.56,6000,4.14
2011-06-24,4.63,4.63,4.43,4.50,55500,4.08
2011-06-23,4.65,4.65,4.46,4.50,92500,4.08
2011-06-22,4.48,4.60,4.41,4.53,1262000,4.11
2011-06-21,4.48,4.48,4.20,4.35,173500,3.95
2011-06-20,4.20,4.71,4.20,4.48,94000,4.06
2011-06-17,4.40,4.40,4.16,4.18,222000,3.79
2011-06-16,4.50,4.50,4.40,4.40,209500,3.99
2011-06-15,4.50,4.55,4.49,4.54,83500,4.12
2011-06-14,4.62,4.62,4.56,4.60,64500,4.17
2011-06-13,4.60,4.62,4.55,4.55,203000,4.13
2011-06-10,4.82,4.82,4.62,4.62,47000,4.19
2011-06-09,4.80,4.80,4.51,4.62,215500,4.19
2011-06-08,4.85,4.85,4.80,4.80,176000,4.35
2011-06-07,4.93,4.99,4.85,4.94,191500,4.48
2011-06-03,4.80,4.89,4.80,4.89,14000,4.44
2011-06-02,4.85,4.87,4.71,4.81,467000,4.36
2011-06-01,4.80,4.80,4.78,4.78,42000,4.34
2011-05-31,4.65,4.85,4.65,4.84,304000,4.39
2011-05-30,4.80,4.80,4.70,4.75,89000,4.31
2011-05-27,4.84,4.90,4.79,4.80,181500,4.35
2011-05-26,4.98,5.12,4.70,4.84,688500,4.39
2011-05-25,4.92,4.98,4.92,4.98,117000,4.52
2011-05-24,4.91,4.97,4.89,4.90,133500,4.45
2011-05-23,4.93,4.95,4.91,4.91,108000,4.45
2011-05-20,4.95,5.04,4.91,5.04,218000,4.57
2011-05-19,5.00,5.03,4.93,4.95,572000,4.49
2011-05-18,5.20,5.22,4.87,4.89,1492000,4.44
2011-05-17,5.10,5.19,5.05,5.10,912000,4.63
2011-05-16,5.26,5.30,5.15,5.16,717000,4.68
2011-05-13,5.29,5.52,5.20,5.25,1446500,4.76
2011-05-12,5.38,5.38,5.16,5.26,1059000,4.75
2011-05-11,4.90,5.38,4.89,5.38,2574500,4.86
2011-05-09,4.90,4.98,4.82,4.90,348500,4.43
2011-05-06,4.80,5.00,4.75,5.00,776500,4.52
2011-05-05,4.95,4.99,4.76,4.88,514000,4.41
2011-05-04,4.94,5.01,4.90,4.90,543500,4.43
2011-05-03,5.00,5.00,4.85,4.98,829500,4.50
2011-04-29,4.85,5.05,4.85,4.97,3005700,4.49
2011-04-28,4.65,4.87,4.65,4.80,2404500,4.34
2011-04-27,4.50,4.67,4.47,4.52,1510000,4.09
2011-04-26,4.26,4.58,4.26,4.54,1026500,4.10
2011-04-21,4.31,4.31,4.18,4.28,407500,3.87
2011-04-20,4.26,4.32,4.15,4.31,1163500,3.90
2011-04-19,4.20,4.20,4.12,4.20,346000,3.80
2011-04-18,4.14,4.29,4.13,4.20,373000,3.80
2011-04-15,4.18,4.18,4.12,4.18,314500,3.78
2011-04-14,4.11,4.22,4.11,4.18,413500,3.78
2011-04-13,4.10,4.13,4.10,4.11,164000,3.71
2011-04-12,4.15,4.18,4.12,4.12,557000,3.72
2011-04-11,4.10,4.27,4.10,4.18,1221500,3.78
2011-04-08,4.01,4.11,4.00,4.10,813000,3.71
2011-04-07,3.89,4.05,3.81,4.01,511000,3.62
2011-04-06,3.80,3.95,3.80,3.92,562500,3.54
2011-04-04,3.81,3.83,3.70,3.82,97000,3.45
2011-03-31,3.69,3.82,3.69,3.79,126500,3.43
2011-03-30,3.60,3.60,3.47,3.60,1053500,3.25
2011-03-29,3.65,3.70,3.60,3.65,271500,3.30
